DBID,tau,taulb,tauub,sigma,sigmalb,sigmaub,medsiglik,medtaulik,maxlik,taumaxlik,sigmaxlik
18714,728.62940025,298.63016116,1932.18804372,0.00924035980416,0.00776656338909,0.0110599789428,125.004245553,126.611419917,127.875208856,267.11674112,0.00950128136613
18787,1472.36418956,674.284616702,2630.25007578,0.010595367398,0.00860583097372,0.0130463022978,120.735223927,122.947186468,124.316919976,812.754075704,0.00959075756421
18792,1182.59595255,473.954139986,2490.98351808,0.00763536584069,0.00601476139132,0.00962222733453,146.881139611,148.082682187,149.884885603,622.426006884,0.00575962294624
18822,708.66706542,287.863250768,2061.42258237,0.00733809754493,0.00631067917541,0.00859868897687,160.940132328,156.801800326,162.007793692,242.125335447,0.00719491056192
19055,1161.75379455,438.076633475,2496.42011507,0.0119203882539,0.00984865506996,0.0144614218919,124.841301518,123.950590265,125.648265929,349.214815318,0.0117600391682
19608,473.286155411,155.154199537,1999.10432138,0.0264744585964,0.0213869867891,0.0323144899613,96.7520362769,99.3009200954,102.609467152,72.6491394229,0.0331195275879
20511,896.637194468,319.061554231,2178.52011975,0.0142567307613,0.0115803449663,0.0175731989608,112.390355128,110.57255897,112.732084732,266.268731856,0.0162214581578
20535,1340.72401186,565.209305341,2553.05958163,0.00811558587859,0.00647427202341,0.0103291233278,124.757918036,122.578237582,125.478119524,454.9902533,0.0090139960114
20766,1776.42238645,869.321639475,2809.20907081,0.00519108666842,0.0041859183298,0.00650167515845,173.047735423,171.085040806,173.885602496,1279.46823827,0.00463305514867
20907,259.785743277,97.8915507289,1231.3647074,0.00745146479331,0.00567317107955,0.00978119130563,147.357841752,144.42616699,148.484914701,113.018831767,0.00780316583857
21200,970.372902566,369.790935766,2330.53991128,0.0064233705142,0.00534135253511,0.00775868309182,164.201911546,167.066895106,168.751186111,348.238023158,0.00652993632707
21530,729.249333693,254.926297377,2022.97207185,0.0134769101169,0.0113568389343,0.0159980875003,130.034253934,132.549733045,134.665339332,221.614030953,0.0139405285648
21665,884.64804412,354.614904705,2294.85365386,0.0147514182558,0.0126387036207,0.0174667421216,104.394656041,101.283387307,105.342020808,312.156839711,0.0156286510654
21996,1888.74195242,1055.32774162,2840.49383985,0.00584300717851,0.00496585129383,0.00688665115036,184.447059913,184.228780938,184.930595071,1508.17008402,0.00531574647996
22275,1127.92701935,444.087815408,2522.52155623,0.00655917311022,0.00541363760054,0.0079260727123,150.390289122,152.404557337,154.493837673,365.074688589,0.00667466848645
22611,1410.27797037,672.541088276,2583.00348567,0.01500344621,0.0126657938217,0.0176254818292,111.041842461,111.106383073,111.42975792,680.347910447,0.0145459555869
23309,1526.50680377,672.628270014,2698.28204496,0.00502071571447,0.00437862064049,0.00577956055396,207.382581935,207.764450401,208.756564254,674.142034535,0.004981566095
23343,1283.29679379,525.594384813,2512.69684629,0.0100277421444,0.0086602183681,0.0116393380044,154.869642885,154.354116737,155.401056297,436.860113134,0.0103369898153
