DBID,tau,taulb,tauub,sigma,sigmalb,sigmaub,medsiglik,medtaulik,maxlik,taumaxlik,sigmaxlik
674859,174.288580658,19.2762535608,1333.47713356,0.00562505641662,0.00259079200713,0.0147062344378,117.809464376,121.468806729,123.024867335,35.0693089544,0.00944631419259
675083,919.710417474,363.562675582,2222.73693596,0.0104858057617,0.00845810783257,0.013220116161,126.959151357,126.765432928,128.708366814,348.472250436,0.00985482895534
675107,1227.80676821,524.262788731,2508.40525289,0.0120100552151,0.0100555158097,0.0145091917073,152.881720573,153.517287071,154.492263921,523.405506369,0.0117202456103
676546,1098.08442425,500.028536961,1794.47272659,0.00824926489906,0.00645111510552,0.0108435903525,118.444240903,118.646635583,119.327699634,617.244700134,0.00809745812856
677496,459.672577773,148.281374681,1800.97794727,0.00904042185255,0.00706660450691,0.0119854340745,140.249003152,140.03393845,141.235302275,192.891379548,0.00878056923172
678389,1153.32524637,465.641656564,2378.63916464,0.0143227233867,0.0120503452358,0.0170711294801,121.842289791,122.083664075,123.258550818,508.037076415,0.0132662652669
678532,1555.53832974,723.803597304,2668.48045526,0.0119352894864,0.0101362213915,0.0141934795232,117.883337982,117.180707795,118.263333173,790.751759924,0.0114376305752
678561,1370.14002733,612.096279192,2517.7212213,0.00824622561063,0.00720470964382,0.00953174264982,184.394556371,184.768103056,185.557594216,447.902223374,0.00841198411165
678644,1766.58039706,933.73480322,2810.11403756,0.0124875889873,0.0107580355403,0.0148552474851,145.142984065,145.585612449,145.948277315,1107.8680226,0.0120532000111
679757,1600.23213798,712.733695914,2707.49035251,0.0150789409441,0.0131709505083,0.0175847182296,146.420791249,145.422855891,147.606585301,808.898351351,0.014570880954
680295,1272.55532797,552.883711344,2485.12812926,0.00520866788865,0.00431598188066,0.00636049400828,171.65584947,171.725803009,173.322205127,499.167162032,0.00539547422059
680617,620.822152825,218.304738993,1936.09531382,0.0146090006152,0.0120018428341,0.0180638639862,110.351475416,107.632572591,113.370132641,217.009985733,0.0148042048897
680826,1844.87716787,968.51706006,2835.8871152,0.00760580722564,0.00629502319936,0.00932202909047,154.385984106,154.077329287,155.57482389,1478.7773235,0.00686571093388
680844,867.102590588,341.411173449,1873.82949071,0.0108323244609,0.00887038470145,0.0133729856444,131.475773082,130.552713302,134.922391405,388.925359738,0.00898775887163
680911,499.591661455,93.3554108213,1918.62586607,0.00509130465174,0.00350945713716,0.00890629347253,159.857386128,164.793911664,165.988559027,222.99066037,0.00414921124291
682144,837.153653145,311.685980371,1896.66631901,0.0143968275457,0.0114832701603,0.0182979893214,84.113325147,83.3542330048,85.6208249898,278.957203292,0.0137974695035
682461,899.040079536,350.705154998,1955.27108271,0.0114083971143,0.00934886962039,0.0139422058141,113.08820719,112.901210667,113.953854762,337.759171721,0.0115497394923
682946,1749.79660554,865.673920445,2733.74302564,0.00979322712551,0.00825457972224,0.0114791808422,131.271279326,130.629190722,132.341288153,883.367507892,0.0100144386327
683022,1527.81079582,711.960347698,2715.67602473,0.00829911723126,0.00687296136791,0.0100277822973,153.360811435,152.013335404,154.237900344,736.857483546,0.00767759517331
683291,876.612796771,347.5906283,2157.19257451,0.00619674667254,0.00527780603719,0.00731382524313,195.310877477,195.013104584,196.049394228,299.42752751,0.00605530760514
683355,2199.49739531,1298.4467497,2959.97707763,0.0094852666468,0.00790851701201,0.0113966401963,147.642441092,148.014924574,148.617997044,2465.54830945,0.00898008661388
683566,700.397714358,288.646980943,1978.28956204,0.011463618182,0.00972451398181,0.013566583852,257.162299623,257.047176881,258.178578199,331.078617133,0.010024114553
683604,814.702535608,303.503820065,2175.98676515,0.00858313656829,0.00722983417617,0.010195170927,157.298730881,156.502000969,158.757678101,261.208473757,0.00916217808006
684924,1304.91408779,510.676092328,2539.00181507,0.00349735628974,0.00261196350877,0.00467110719696,144.611223682,143.912117504,147.597076337,656.570374817,0.00321127297653
685019,1237.01927486,478.955708496,2500.37713428,0.00767642784135,0.00640970592242,0.0092154719174,241.024046617,239.863138677,241.711574676,449.294013825,0.00749781623303
685463,1389.97882681,548.832749859,2577.19911161,0.0151276976285,0.0127023342379,0.0184154791908,107.618619504,108.933237769,109.778290147,724.165213867,0.0137942464258
685723,1082.04504176,451.590898112,1969.44343268,0.0130079384308,0.0107937740003,0.0160408120529,94.4258404581,95.6020253189,96.556626647,447.799041679,0.0126980688874
686788,363.853590646,128.063660338,1621.94352431,0.00741749324189,0.00606263617856,0.0091433002516,143.106814425,141.611487773,145.821375437,128.995300221,0.00796037367169
687378,882.301568406,317.450112645,2253.53763499,0.00944552278211,0.00738062440715,0.0125317366335,129.532485745,128.906922689,129.940757186,344.83146006,0.00917339396554
688647,899.900231042,309.82591918,2225.7536942,0.0102869851406,0.00834294100554,0.0129400647487,133.027665182,131.942078903,135.825226564,380.761430721,0.0089309593279
688653,967.790643804,276.655684033,2376.86997782,0.0154774790427,0.0125462940179,0.0192231966157,111.061482983,110.719021939,112.069052192,254.61970986,0.0154850198762
688810,740.37674358,298.211336071,2083.44105199,0.0133675916525,0.0114650991535,0.0159630679783,148.697079385,147.146203924,149.881923894,310.701113658,0.0130251831879
689005,1481.15896712,620.179386618,2658.78627164,0.00858271012778,0.00719703584607,0.0103763314417,172.551697819,172.959531453,173.912256773,623.959160654,0.00800487978074
689841,911.02648606,365.223138,2285.55646517,0.0133663426302,0.0112349965295,0.0160513622323,100.319020782,100.394070553,102.347459981,363.006261814,0.0130133524372
689882,761.634047757,276.665051044,2085.25647541,0.008388360448,0.00687437340912,0.0101282585575,154.401560995,154.944123245,156.271415597,259.966618268,0.00855734482526
690066,1811.05870513,985.282294015,2854.02127582,0.00684962759542,0.00587465015728,0.00804164236595,181.029207672,181.495623575,182.885869509,1094.34147283,0.00664615694614
690531,831.420980323,339.509581795,2139.7624522,0.0101241141199,0.00872243576453,0.0119868886191,136.601405572,138.084785011,140.520625636,317.779863366,0.0104178671941
690794,907.849935826,345.088094228,2257.4453541,0.00756914413453,0.00614255309049,0.00934686644735,160.211011897,163.121950967,164.232395112,402.244674458,0.00754053551355
692232,963.549294222,364.496112443,2313.12530721,0.020852748737,0.0171133473321,0.0258366670334,49.4854050961,48.1156186419,50.127506705,312.667204726,0.0216414052157
692471,775.313825692,307.474835636,2125.4716008,0.0117719585714,0.0100012371936,0.0138742841939,281.805861955,279.553977398,281.98403764,302.121488057,0.0115930004034
692747,208.779973836,24.1799941403,1439.21123674,0.00701558518776,0.0034617564853,0.0177841277611,108.115412631,112.576821573,113.735930742,74.5930045421,0.00741203858893
693147,1237.16090616,501.1305678,2466.20179158,0.0102343837039,0.0084815286728,0.0125102883977,127.679975228,126.082407188,130.763379348,461.53677221,0.00983115859486
693194,1312.89578932,605.837866742,2550.43789389,0.0109273234782,0.00913075830508,0.0131551457111,133.679693882,133.557815052,134.419969805,651.010259142,0.0102965906856
693592,1329.55988347,533.837009897,2594.90596798,0.00564905703818,0.00472753887241,0.00687302673015,164.189114054,163.661767537,166.898338203,436.744665024,0.00621995958753
693840,1270.62827078,516.891748302,2559.09309291,0.00750807049166,0.00628682856839,0.00897330720887,156.619428225,159.426473058,161.489601338,503.927934166,0.00695460753481
694085,1428.99459532,649.358455509,2627.70982157,0.00904552872279,0.00769536463484,0.0106663364265,153.310078042,153.980251224,154.357490354,738.047264175,0.00849944234347
695031,1929.80883984,1012.89788532,2869.21267257,0.00851926166061,0.00702560679911,0.0104561953004,136.134915509,134.851103762,137.124159964,1593.40605704,0.00782118488569
695228,1164.50432192,406.775014347,2465.08873341,0.0043118225486,0.00351643353504,0.00535535863428,181.495029473,180.207719292,181.861813411,386.879729389,0.00411113133225
695441,1376.04513003,534.965844082,2591.76960504,0.00592105554327,0.00473142766843,0.00768587758421,136.192674703,136.893291366,140.853083666,597.829676182,0.00534733474209
695858,1569.34659822,703.192121981,2693.19385829,0.00744021056583,0.00647681741431,0.00859502312534,171.352070377,171.461312035,172.605452571,767.092879815,0.00712534833986
695980,1832.31838935,899.141586319,2863.82502886,0.00576437819258,0.00489121958575,0.00687439506738,167.438857928,168.353640546,168.594575084,873.793984676,0.00576518374666
696089,600.468315326,224.759001696,1857.2347878,0.0201925917436,0.0164134296334,0.0251870864668,67.1981544501,64.2189170458,69.8044463367,361.803795124,0.0165333400073
696122,177.40318938,88.4051135392,502.198833805,0.0165077311101,0.013948737496,0.0199134173991,133.09709642,132.376556916,134.195196332,100.470162956,0.0170958801528
696135,1443.01197298,720.163875279,2188.38677836,0.0104151847367,0.00801295993215,0.0138936352988,111.219066764,110.645317268,113.789415494,1888.71700583,0.00774102744348
696154,218.981742378,74.66243859,985.020908012,0.00626746511186,0.00479260323477,0.00783653542886,355.761987487,359.703809832,361.556785075,133.547637263,0.00523217094704
696416,1250.8695748,493.94203867,2484.37301918,0.014715572817,0.0117177462646,0.0187912067076,106.911083114,104.814356706,108.16344278,598.390241855,0.0131299582822
696538,1778.81996269,865.346976961,2782.75281365,0.00601423010955,0.0048729139077,0.00737964052799,150.84951875,150.648522375,151.881498131,1016.8245518,0.00545067240123
696910,1129.23427346,387.318742405,2424.11355254,0.0111991302388,0.00911780862718,0.0136114321098,146.520983622,151.844197459,153.129757843,676.30790152,0.00933541230399
697531,417.789095514,166.506704001,1726.4185016,0.00971491782627,0.00769450926269,0.0126047648084,128.796888172,128.568436275,130.433088987,214.034457292,0.00915292331251
697882,1158.15790327,466.542501442,2450.75187309,0.0133359592693,0.0114344926802,0.0156744025352,265.470607206,263.96442279,265.727703393,472.782033546,0.012961431409
698065,1301.83354378,515.069048527,2116.8736693,0.00460153475742,0.00330421983613,0.00660596746528,132.619835844,129.568282863,135.409856248,1360.77752683,0.0033796208897
698463,557.282541782,187.147842363,1978.42114642,0.00914256495044,0.00781234194939,0.0106507910012,168.177747525,165.359808618,169.022014481,178.081312749,0.0102550336505
699064,705.217297098,243.901999024,2119.21168627,0.00663137849366,0.00557432946725,0.00805309833882,161.207979973,163.771487915,165.863683022,234.516994803,0.00627613038242
699131,1263.75799411,570.5139596,2521.97489685,0.0104346434548,0.00912146337802,0.0119755933707,175.878913524,177.026029441,178.808142619,416.049905014,0.0111748347342
699357,1206.35871912,473.6911015,2407.09061331,0.00509021165948,0.0043518118475,0.00600301075803,198.664120542,199.869069577,200.679152862,441.680974928,0.00503864313902
699507,1551.95712292,712.480251341,2721.7223697,0.0121502358067,0.0104709331148,0.0141202601169,147.775138083,145.421648122,148.274040624,682.782731592,0.0118870180978
699872,603.031931126,246.690071514,1913.7724569,0.0115439266027,0.00960027102399,0.0140218187359,117.098757935,117.85411211,120.577093611,204.951708443,0.013303297591
699896,41.4779537749,24.4645869838,87.1798846231,0.038019265624,0.0309668508225,0.0459266128832,110.040485154,109.47059934,111.570926907,26.7537323011,0.0413940528199
700293,1382.67074801,623.597012462,2605.15027846,0.0252046335145,0.0211323547374,0.0303681593505,77.6330271607,76.8779211916,77.6825415542,508.403693045,0.0246742483123
700329,529.725140978,220.922110823,1688.83609343,0.00717335657094,0.00607355659182,0.00850247739748,190.918262131,190.704629909,192.783929744,362.316667068,0.0064084074641
700492,1715.64743321,875.631953918,2735.56738569,0.00815297228287,0.00704706689384,0.00959914149255,154.136497581,153.85591149,154.709497977,1045.0184455,0.00819795667531
700730,2053.24912891,1164.90074392,2934.47218694,0.00721523356409,0.00599246505625,0.00868286053498,162.23948064,163.228422864,163.444772856,1766.43039486,0.00685439582501
702715,1706.59161896,989.390527923,2300.92067363,0.0141683639196,0.0117141157024,0.0172991486119,98.909380896,98.862406001,100.813276585,2552.61166712,0.0119022282669
702756,956.851427023,352.267392956,2289.0231246,0.0126439368587,0.00995517623146,0.0165084477278,82.0634169955,80.409108293,83.0368585416,355.404052958,0.0118011570604
702872,1235.00897254,538.759786146,2077.57841326,0.00889471366494,0.00677003224899,0.0115162818623,102.82553181,102.78149248,103.318345294,656.566060349,0.00785633709417
702904,1721.3523314,885.856617784,2740.44860594,0.007809230719,0.00653488714912,0.00951923135724,133.61321835,129.222057349,133.953733968,1043.80824537,0.0076132672061
703137,2213.07446392,1372.89984275,2964.28184655,0.00957548819182,0.00801601465529,0.011781172045,132.307361387,128.934362319,133.443936506,3055.16346062,0.00857713227696
703219,1151.80040363,433.761072193,2459.78138283,0.00752247979609,0.00614703380903,0.00930058196532,138.67293644,138.59739039,140.810980487,482.88662648,0.00717021174882
703497,1077.41305098,439.918980775,2405.39160106,0.0084428438201,0.00724016900747,0.00987959256142,148.572954016,147.745011022,149.000728515,413.953703645,0.00850175291994
703506,970.460589484,331.167333666,2346.20341726,0.0134488224892,0.0113351986951,0.0162541915273,135.426816633,134.713852917,136.594488898,264.327669659,0.0137672767744
704093,1149.42848459,405.528997085,2454.25390978,0.0109708021697,0.00915845978675,0.0130514188317,140.577465742,140.394893785,142.776905,307.206664679,0.0111362614018
704499,410.026843405,142.396564499,1594.69986807,0.0118794426798,0.00954093076673,0.0145244141737,118.710609035,121.518671131,122.435812724,206.029449511,0.0105721291331
704606,852.578266377,302.125709384,2177.81064718,0.012642351362,0.00985538934226,0.0161969800164,96.7680425715,94.2319286458,97.3912126878,298.891093695,0.012652482969
704619,1023.66307748,360.587342152,2421.79763601,0.00676944726644,0.00548932335774,0.00862768676043,257.046667006,257.724704442,259.627963999,366.601539499,0.00662155639992
704808,676.955456847,249.678839619,1412.02839543,0.00618060364407,0.004915999967,0.00789485079526,139.929139332,139.880826625,142.448803268,261.297644646,0.00601106948779
705370,1726.17823035,808.61450538,2792.18403307,0.00560049614286,0.00447963288403,0.00716608256604,148.365222492,147.025332841,149.447637041,1057.88662216,0.00522639987557
705637,1737.37196363,874.147220996,2750.09159896,0.0176275703865,0.0151905035339,0.0203453453129,108.722186435,106.261141814,109.983298977,896.377166223,0.0172216536677
705862,1246.21944458,527.744426257,2474.92524645,0.00855972253475,0.00691143034093,0.0109164399468,124.265053834,124.229957307,125.631832246,525.976692012,0.00839806982682
706332,577.109684372,163.461684939,1145.0831544,0.0101490901121,0.00590825662725,0.0193399809459,12.0095357512,13.7920956076,15.0198046416,749.104764821,0.00527807045825
707771,8986.36391651,8986.36391651,8986.36391651,0.00484462208652,0.00484462208652,0.00484462208652,-inf,-inf,-inf,8986.36391651,0.00484462208652
707786,1210.81946841,533.532424715,2409.05661996,0.0117319485951,0.00954090011029,0.0144436949243,109.835883279,108.741100539,112.041292688,461.26998533,0.011712451192
708071,1533.69625403,730.187333942,2641.30120236,0.00954193954379,0.00811056989334,0.0113573673294,141.276686703,137.958196787,143.51307958,883.086973513,0.00965866368572
708922,1793.269626,972.579112955,2762.54957841,0.00595201324767,0.00489639254707,0.00724380940187,165.408449352,166.253427706,166.779323539,1311.53802076,0.00527971447751
709142,1679.56865086,774.36651524,2775.66759484,0.0145961634249,0.0123368663779,0.0175040899657,119.250286016,118.284796829,120.054992861,787.90024557,0.0135611980332
709298,1161.87798217,444.948235839,2480.77550468,0.00789922290651,0.00671950637461,0.00935602127932,162.621761124,163.062798914,164.147492949,330.85891997,0.00844396280421
709433,2048.93086356,1257.83875125,2919.32651969,0.0067308515383,0.00562517020174,0.0081426165227,145.456505083,145.028221617,146.031235887,2002.89102827,0.00605136186289
709615,1330.31672641,479.85913642,2585.96679227,0.00302983969065,0.00222955510188,0.00434036346422,162.934702486,161.590650589,164.449994147,526.113437899,0.00274334389226
710021,1509.17020606,624.760625201,2639.74992622,0.00963362631527,0.00766801168048,0.0122277923163,116.526808431,112.906123553,118.804446589,589.697592548,0.00960808704189
710131,1379.00036316,583.393609768,2578.75559655,0.0135312681484,0.0116316414362,0.0156940965387,282.092912155,283.7551773,286.259603223,775.579638338,0.0116316414362
710438,483.805602957,177.509645778,1796.44611289,0.0130955818871,0.0108796678759,0.0160432784521,124.295527976,125.790433812,128.316350156,171.758981529,0.0138379017435
710479,1243.05841549,498.772250814,2505.69773801,0.0168751637328,0.0137878844895,0.0207621197011,72.5302182462,73.2798709251,75.6264962799,427.056634116,0.0177078860117
710603,581.783750453,215.487933699,1851.17509593,0.0121293434422,0.00971269020463,0.0151619336258,155.972394496,156.907370371,159.132692401,269.365450984,0.0105776791528
710673,1001.00307767,466.449816242,1752.30111609,0.00502655603311,0.0040492039984,0.00628792809967,163.353525876,165.64990235,166.817923887,581.108630835,0.00424552139783
711319,753.12080937,299.60589607,2065.69209194,0.00514792029137,0.0041971547012,0.00623348762648,166.464721283,167.938129456,170.169834696,245.921685573,0.00612658434625
711662,446.910053471,68.3417456418,1747.54907363,0.0114698623966,0.00762797483896,0.0197942948155,40.847612655,39.2214624068,42.3772248396,404.426550262,0.00761442605387
711695,1774.3681763,909.861488772,2790.80206363,0.0124483689943,0.0106646949031,0.0146730501062,123.216416899,123.007679433,124.597770536,1072.60004083,0.0121289626898
711946,1448.25234574,644.302862514,2661.21983803,0.0156049888591,0.0137573219823,0.0181599863969,119.158346151,119.027936714,120.529016641,549.07627788,0.0148528748894
712334,760.810436282,277.856327812,2053.90633734,0.0164536586303,0.0138636247116,0.0198784576199,110.293496246,109.466153589,111.701482156,201.951415305,0.0196846437128
712536,1039.22884695,387.896317149,1967.84191817,0.0107649163812,0.0084435577564,0.013903148762,109.822768612,109.362230474,112.392596545,339.654605958,0.012267864696
712803,809.502940576,283.066880986,2262.76519706,0.0174635722212,0.014325045102,0.0217901753633,101.58217551,100.155698373,102.048478721,301.920700235,0.0163821499256
713948,1731.25860107,887.397597295,2802.29769529,0.00778292593643,0.00652031298645,0.00929502320384,145.056257658,144.595600092,145.989585021,1147.7775813,0.00722929225449
715435,1484.99876021,630.923908844,2620.34052705,0.00810304876739,0.00636031177151,0.0105161148999,118.05523001,116.950200326,119.523516061,829.645480137,0.00721782753109
715510,878.885920771,338.357761162,2098.73790871,0.00863442762445,0.00669803155934,0.011676613978,112.242556461,109.095639852,115.401971804,350.704790911,0.00830005448674
715780,1623.90170499,856.131929553,2483.34116907,0.0130685297248,0.0112847604116,0.0152732862524,134.052922306,135.033513123,135.494269535,1193.60997398,0.0124175088024
716370,1396.10539035,638.134922815,2378.97313246,0.00755835058919,0.0065050636746,0.00881693279416,165.126742961,160.400824961,166.191720742,541.701453237,0.00764773353021
716517,974.137037591,336.567622044,2195.55977987,0.00872225833184,0.00712322607361,0.0110213784894,148.496397738,144.657061864,149.838998537,306.09708115,0.00893673059451
717147,999.012961658,432.71199506,2052.3352898,0.0129433014612,0.0110766368403,0.015122189317,129.401936896,127.840839951,130.215978343,412.511821415,0.012446683563
717333,722.849441727,287.34046768,1913.90986193,0.00895409048527,0.00741491031525,0.0108869395341,141.240363496,144.225902315,146.636868162,243.855955684,0.0104723186104
717365,1675.68997492,844.851615935,2731.03339417,0.0100953250072,0.00871517067675,0.0117578649016,138.838016564,136.826926786,141.44181131,815.52095778,0.00983047479865
717527,895.255730566,278.199260867,2119.81747186,0.0121887538802,0.00980168661291,0.0152982294559,106.670476637,109.64885757,111.860074594,372.80863788,0.0105457126165
717788,187.214385363,73.2387435873,841.681663637,0.015116971523,0.011337560481,0.0201557165961,122.395811569,125.229975213,126.462437773,145.263659177,0.0122705391853
718865,1118.89323832,446.706039122,2143.32872356,0.00489142609113,0.00384634625868,0.00618046849687,171.891158029,172.143083802,174.122794266,637.235211537,0.00394630950956
719400,1728.15383942,922.37604156,2557.36700008,0.00710459316357,0.00582665190593,0.00886068631444,142.351203484,142.999377755,143.078219639,1446.0512584,0.00667801294291
719519,1281.73991235,606.951729639,2334.12618594,0.0109892207425,0.00929646468161,0.0130750830127,122.649443379,123.332392468,124.29002715,533.745588005,0.0114036595259
720083,1760.73627563,901.821336404,2797.590823,0.0157224985186,0.0135119426055,0.0181958150421,110.93512289,114.154042833,114.484434914,971.625498348,0.0154911406074
721159,882.213248642,365.914004956,2066.85775236,0.0140638746663,0.012187444754,0.0163483251704,124.579118087,124.352313207,125.179183472,355.130271123,0.014019696057
722690,1176.91666924,533.540093485,2430.8504566,0.00734576564126,0.0062371739886,0.00888676422192,155.836864642,153.399153764,156.459074902,473.045295142,0.00742291953836
722988,982.04425122,384.129236808,2130.52276427,0.00304168561919,0.00252219334258,0.00368334001106,201.887207462,199.412677205,202.965702027,349.036350183,0.00327644891391
723464,1811.99018592,1034.34473884,2566.03443866,0.0192586211314,0.0163344211778,0.0230657631537,78.046826801,78.6555455924,79.6561937302,1508.38152851,0.0178642849198
723885,1487.13729774,741.89179289,2442.43815515,0.00698774222394,0.00581616682915,0.00843459435996,149.852754798,148.540508494,150.806763164,718.712114408,0.00696811709444
725688,1762.17541645,926.916467563,2775.87749373,0.00501405885607,0.00434308637039,0.00591117367068,183.988466327,184.105242489,184.541867521,932.369742742,0.00487836866629
726248,314.579569696,97.575073866,1446.33559422,0.0122568661103,0.00952538191009,0.0157679814707,122.311527313,121.602235656,124.374142508,113.894104051,0.0129589053377
728791,888.906127663,330.337592983,2234.23495141,0.0146368766868,0.0124720012799,0.0172554848127,118.351478811,119.830359225,121.117669732,309.566259058,0.0144229212108
729042,877.84324123,345.76533532,2055.92757984,0.00703780822371,0.00566808196827,0.00881770401371,141.592940662,141.436413657,143.413965952,317.004223336,0.0070515332362
729596,1476.25467477,723.380799149,2409.02027135,0.00571838860956,0.00465601615412,0.00714126184865,166.987803009,162.209235519,167.689029041,1389.07407841,0.00446184470864
730447,2001.94360381,1138.36319809,2868.66467117,0.00749111990553,0.0061119125483,0.00931991771739,132.575492002,130.506829903,133.320397023,1935.55785661,0.00651764502998
730688,1495.72407074,648.68252851,2666.43627142,0.00688631600815,0.00571101120959,0.00831888386672,146.158758185,149.434793351,150.16729314,562.630367551,0.00732193763656
730698,548.570772737,203.699698132,1915.90298781,0.00925400038554,0.0075662094754,0.011318742236,135.314829366,134.964313395,136.252352653,220.521734763,0.00943599724748
731856,710.457810006,274.438310205,1930.31890662,0.0110538221486,0.00935034522902,0.01340119316,126.574173319,125.401213615,127.212535612,267.71960594,0.0110892271951
732218,391.434635719,141.471259758,1645.9286881,0.00870312117076,0.00687800960631,0.0112186739664,140.842163139,139.667681421,142.464168367,174.163919099,0.00925793542394
732554,1813.25839832,865.541032392,2833.62377502,0.00755288077382,0.00627269973487,0.0092619743504,238.777201439,238.857474597,240.54428713,1377.10160795,0.00688440630848
733054,1796.80778748,999.1628318,2553.92397567,0.0043338878101,0.00344232708442,0.00552383415906,145.734570799,143.264048732,147.509422285,2228.43005986,0.0035079164891
733842,1433.53683344,649.587157588,2663.4841104,0.00981102751346,0.00848811877548,0.011407082712,140.853139835,141.834343822,143.395662993,577.3327992,0.00987997685001
734665,1320.29458721,610.300886335,2543.96618511,0.0106628210595,0.00906159044447,0.0126386870431,129.207501604,129.662305442,131.346963371,542.247625566,0.0112109510177
734864,1147.24029666,490.390921248,2284.36706454,0.00750033745404,0.00629885411954,0.00884660304727,161.610099193,163.03751991,165.083262407,440.962141477,0.0076795944823
735319,122.263180295,52.4631625682,482.688144851,0.0102046033407,0.00743243194875,0.0139208064578,138.526333895,143.248525989,143.76372094,84.2397383665,0.00972084275193
735787,971.769251924,423.918656401,1920.15752619,0.0120659174397,0.0102289710633,0.0143126528559,136.723503231,136.449814802,138.901514106,462.281727756,0.0127948435872
736474,484.764873749,179.026147628,1922.77219969,0.0135130161381,0.0114622982722,0.0160876801121,123.39688455,123.057536159,125.021541237,162.832317039,0.0140597682202
737282,1389.94920027,629.996496442,2646.71816103,0.00587446481579,0.00504583682585,0.00683861250023,180.066525588,179.346233736,182.280226501,671.497506447,0.00582997102579
738396,1093.13535601,395.411196611,2168.12801608,0.00988934713088,0.00786333101796,0.0125079853728,117.045471807,117.079587574,117.795830404,431.771935336,0.00887180886228
738865,1702.63087392,934.748715756,2532.35753576,0.012828054615,0.0110049477279,0.0149838532512,136.749315457,137.022323026,138.011375574,1079.51392529,0.0125739573888
739590,1576.19112303,900.957738007,2275.5957046,0.0105557981718,0.00868909658399,0.013132994885,123.703554455,123.825527884,125.397182272,1762.42434024,0.00931812665579
740293,1587.15197859,804.915082867,2457.54665841,0.00959995426613,0.008268327937,0.0114046512405,132.365797548,136.540565463,137.019768338,720.70872182,0.00947340583075
741025,1499.78754975,717.216563898,2429.44040712,0.0155929453425,0.0126286426066,0.0189981538137,110.276123424,110.987877159,111.309759108,870.285875798,0.0135237752031
741490,1401.53168738,581.952980605,2561.81308961,0.0107302807369,0.00893391687035,0.0131842097733,119.039645602,118.864420264,120.336822633,656.667050553,0.0101677515889
742636,728.616379878,197.377731783,1982.90151368,0.0067985741137,0.00505433242587,0.00917606629972,133.135048267,132.594989397,135.468185405,147.527445071,0.00714308850441
743314,1469.55519793,634.940560177,2644.97426879,0.00536890993668,0.00423508004114,0.00679489215289,140.290934348,140.730711088,141.767789776,412.859923952,0.00616762474613
744173,353.064969814,131.718061634,1337.94244648,0.0145488879912,0.0113305658932,0.0198106041851,41.6733964357,41.3297452719,42.1268878135,158.316465626,0.0167474069817
744260,801.210211205,262.265793602,1992.86949944,0.0141727163749,0.0117911388395,0.0171626940722,133.487672919,134.022901656,136.474169916,267.602908729,0.0138009954346
744390,1282.45178052,528.270400787,2581.40600807,0.0153108830801,0.0128651733513,0.0186122404769,93.567042392,93.9069869077,97.29999275,570.273926789,0.014939233207
746075,2437.26126176,1690.47676232,3058.24945578,0.0109992462243,0.00970622935215,0.0124989455138,153.797956676,155.71914481,156.746302793,3204.03972053,0.010940319054
746812,1123.35559836,433.560463009,2448.81105119,0.00934451189195,0.00744922227348,0.0116474188483,121.013360358,117.275739514,122.385772562,508.160699866,0.00835314796079
747864,81.8819698721,47.9037569978,145.425536416,0.025374770112,0.021288033302,0.0296577509684,239.669654941,242.590658336,244.221478051,81.1651510664,0.0227686189759
748274,1164.8210168,461.860384317,2515.18974086,0.0144872032713,0.0124893582876,0.0168704429238,124.635180943,123.157868127,127.229657947,427.353179993,0.0152677930734
748528,298.593655841,124.733020737,1076.33161277,0.0111197096087,0.00876530141736,0.0142622659915,138.942365347,138.486245,139.733256702,118.191316788,0.0122727013737
748703,1469.74784317,556.775383708,2654.87542413,0.00736257605887,0.00533674677184,0.0103284606044,91.5887371634,87.8928824209,92.5238963609,640.680468015,0.00657647416529
749624,829.525290988,311.42918949,2168.08733687,0.00631979269205,0.00535294272329,0.0075054285428,168.422062558,165.9617338,171.121361476,272.317590611,0.00677381894075
750620,1950.68461947,1073.29343418,2821.20053822,0.0139376617108,0.0119376872731,0.0162404868491,119.853242886,118.410818409,120.220456701,1465.36959364,0.0125403751239
751557,59.6615779796,18.6658594546,201.667110895,0.0694742797581,0.0419952936557,0.128994678859,4.51985824396,4.1898119371,5.45734222144,17.672749518,0.0549482938422
751581,1303.81749776,599.64963351,2272.19794089,0.0133093860127,0.0109543668086,0.0163005952218,125.190585767,125.144224162,128.676234144,782.902899781,0.011807212521
752011,1536.16618546,666.333385992,2640.7216462,0.005267472126,0.00420626925064,0.00671629915418,126.73484324,129.356661328,133.693380558,929.400324072,0.00461716011946
752037,1664.48625855,860.997111525,2482.79530752,0.00843688547622,0.00684934290701,0.0105084995823,137.140209503,136.026350923,137.782844454,1109.4687377,0.0076632496836
752104,1739.25927892,863.729566791,2790.29482051,0.00624806757521,0.00493600270698,0.00783712066436,125.895168426,124.579710717,127.399071114,1420.15541972,0.00532760407504
752203,602.235321531,233.472992502,1927.77039681,0.00418358791835,0.00338959420084,0.00523104231221,175.744347997,175.998614862,177.050627046,233.439313188,0.00409883343679
752345,2216.19588275,1376.22665052,2970.02623746,0.00584896723762,0.0049361704428,0.00695981079739,157.233022371,155.843195717,158.13711334,2783.52304432,0.00542787028224
752851,1316.42121646,527.802874898,2543.92459793,0.0116592940268,0.00937530399994,0.0147851991641,89.0884557569,85.8626242844,90.279849167,645.573709395,0.0103040554253
