DBID,tau,taulb,tauub,sigma,sigmalb,sigmaub
945273,0.0,0.0,0.0,0.0,0.0,0.0
945934,0.0,0.0,0.0,0.0,0.0,0.0
945964,0.0,0.0,0.0,0.0,0.0,0.0
946554,0.0,0.0,0.0,0.0,0.0,0.0
946999,0.0,0.0,0.0,0.0,0.0,0.0
947102,0.0,0.0,0.0,0.0,0.0,0.0
947161,0.0,0.0,0.0,0.0,0.0,0.0
947539,1462.65483988,688.961179515,2666.86867885,0.0113149163703,0.00931771717893,0.0136778430612
947808,0.0,0.0,0.0,0.0,0.0,0.0
947827,0.0,0.0,0.0,0.0,0.0,0.0
947843,0.0,0.0,0.0,0.0,0.0,0.0
948053,0.0,0.0,0.0,0.0,0.0,0.0
948356,804.817910192,299.25298179,2157.11548692,0.0176114202466,0.0148305652759,0.0212136483927
948527,1329.21447279,547.040624091,2560.0527565,0.00746904167173,0.00574404147305,0.0098114473799
949025,0.0,0.0,0.0,0.0,0.0,0.0
949524,0.0,0.0,0.0,0.0,0.0,0.0
949688,0.0,0.0,0.0,0.0,0.0,0.0
949872,0.0,0.0,0.0,0.0,0.0,0.0
950264,0.0,0.0,0.0,0.0,0.0,0.0
950352,0.0,0.0,0.0,0.0,0.0,0.0
950569,0.0,0.0,0.0,0.0,0.0,0.0
951211,0.0,0.0,0.0,0.0,0.0,0.0
952019,0.0,0.0,0.0,0.0,0.0,0.0
952246,0.0,0.0,0.0,0.0,0.0,0.0
952260,0.0,0.0,0.0,0.0,0.0,0.0
952559,0.0,0.0,0.0,0.0,0.0,0.0
952769,0.0,0.0,0.0,0.0,0.0,0.0
952940,0.0,0.0,0.0,0.0,0.0,0.0
953478,0.0,0.0,0.0,0.0,0.0,0.0
953706,0.0,0.0,0.0,0.0,0.0,0.0
953741,0.0,0.0,0.0,0.0,0.0,0.0
953908,0.0,0.0,0.0,0.0,0.0,0.0
954433,0.0,0.0,0.0,0.0,0.0,0.0
954476,0.0,0.0,0.0,0.0,0.0,0.0
955123,0.0,0.0,0.0,0.0,0.0,0.0
955281,0.0,0.0,0.0,0.0,0.0,0.0
955685,0.0,0.0,0.0,0.0,0.0,0.0
956402,1596.86237696,811.202457317,2712.39465198,0.0123686300919,0.0108355844517,0.0140881653005
956425,0.0,0.0,0.0,0.0,0.0,0.0
956833,0.0,0.0,0.0,0.0,0.0,0.0
957362,0.0,0.0,0.0,0.0,0.0,0.0
957791,0.0,0.0,0.0,0.0,0.0,0.0
958052,877.211243666,307.519918349,2186.83144332,0.00882444718915,0.00764692471973,0.0101338918926
958168,0.0,0.0,0.0,0.0,0.0,0.0
958434,0.0,0.0,0.0,0.0,0.0,0.0
958481,0.0,0.0,0.0,0.0,0.0,0.0
958792,0.0,0.0,0.0,0.0,0.0,0.0
959383,0.0,0.0,0.0,0.0,0.0,0.0
959548,0.0,0.0,0.0,0.0,0.0,0.0
959768,816.011952531,166.32964997,2232.59788297,0.00672229611299,0.00476088679062,0.0108194711771
960132,54.0286044959,32.4113776602,105.665222072,0.06770515377,0.0555999916765,0.0819519898696
960290,0.0,0.0,0.0,0.0,0.0,0.0
960443,0.0,0.0,0.0,0.0,0.0,0.0
960450,0.0,0.0,0.0,0.0,0.0,0.0
961511,0.0,0.0,0.0,0.0,0.0,0.0
961740,0.0,0.0,0.0,0.0,0.0,0.0
961831,0.0,0.0,0.0,0.0,0.0,0.0
962130,0.0,0.0,0.0,0.0,0.0,0.0
962398,0.0,0.0,0.0,0.0,0.0,0.0
962472,0.0,0.0,0.0,0.0,0.0,0.0
963259,0.0,0.0,0.0,0.0,0.0,0.0
963412,0.0,0.0,0.0,0.0,0.0,0.0
963586,0.0,0.0,0.0,0.0,0.0,0.0
963633,0.0,0.0,0.0,0.0,0.0,0.0
964171,0.0,0.0,0.0,0.0,0.0,0.0
964275,0.0,0.0,0.0,0.0,0.0,0.0
965172,0.0,0.0,0.0,0.0,0.0,0.0
965440,0.0,0.0,0.0,0.0,0.0,0.0
966592,0.0,0.0,0.0,0.0,0.0,0.0
966751,0.0,0.0,0.0,0.0,0.0,0.0
967348,0.0,0.0,0.0,0.0,0.0,0.0
967534,0.0,0.0,0.0,0.0,0.0,0.0
967696,0.0,0.0,0.0,0.0,0.0,0.0
967925,0.0,0.0,0.0,0.0,0.0,0.0
968091,0.0,0.0,0.0,0.0,0.0,0.0
968359,0.0,0.0,0.0,0.0,0.0,0.0
968618,0.0,0.0,0.0,0.0,0.0,0.0
968658,0.0,0.0,0.0,0.0,0.0,0.0
968900,0.0,0.0,0.0,0.0,0.0,0.0
969146,0.0,0.0,0.0,0.0,0.0,0.0
969191,0.0,0.0,0.0,0.0,0.0,0.0
969628,0.0,0.0,0.0,0.0,0.0,0.0
969719,0.0,0.0,0.0,0.0,0.0,0.0
970191,0.0,0.0,0.0,0.0,0.0,0.0
971318,0.0,0.0,0.0,0.0,0.0,0.0
971324,0.0,0.0,0.0,0.0,0.0,0.0
971834,0.0,0.0,0.0,0.0,0.0,0.0
972497,0.0,0.0,0.0,0.0,0.0,0.0
972719,0.0,0.0,0.0,0.0,0.0,0.0
972830,0.0,0.0,0.0,0.0,0.0,0.0
972894,0.0,0.0,0.0,0.0,0.0,0.0
973054,0.0,0.0,0.0,0.0,0.0,0.0
973342,0.0,0.0,0.0,0.0,0.0,0.0
974111,0.0,0.0,0.0,0.0,0.0,0.0
974254,0.0,0.0,0.0,0.0,0.0,0.0
974440,0.0,0.0,0.0,0.0,0.0,0.0
974753,0.0,0.0,0.0,0.0,0.0,0.0
975069,0.0,0.0,0.0,0.0,0.0,0.0
975340,0.0,0.0,0.0,0.0,0.0,0.0
975347,0.0,0.0,0.0,0.0,0.0,0.0
975563,0.0,0.0,0.0,0.0,0.0,0.0
976023,0.0,0.0,0.0,0.0,0.0,0.0
976170,0.0,0.0,0.0,0.0,0.0,0.0
976646,0.0,0.0,0.0,0.0,0.0,0.0
976836,0.0,0.0,0.0,0.0,0.0,0.0
977684,0.0,0.0,0.0,0.0,0.0,0.0
977705,0.0,0.0,0.0,0.0,0.0,0.0
978266,0.0,0.0,0.0,0.0,0.0,0.0
978362,0.0,0.0,0.0,0.0,0.0,0.0
978673,0.0,0.0,0.0,0.0,0.0,0.0
978735,0.0,0.0,0.0,0.0,0.0,0.0
978987,0.0,0.0,0.0,0.0,0.0,0.0
979240,0.0,0.0,0.0,0.0,0.0,0.0
979361,0.0,0.0,0.0,0.0,0.0,0.0
979641,0.0,0.0,0.0,0.0,0.0,0.0
980008,0.0,0.0,0.0,0.0,0.0,0.0
980082,0.0,0.0,0.0,0.0,0.0,0.0
980759,0.0,0.0,0.0,0.0,0.0,0.0
980840,0.0,0.0,0.0,0.0,0.0,0.0
981110,0.0,0.0,0.0,0.0,0.0,0.0
981643,0.0,0.0,0.0,0.0,0.0,0.0
981706,0.0,0.0,0.0,0.0,0.0,0.0
981793,0.0,0.0,0.0,0.0,0.0,0.0
981804,0.0,0.0,0.0,0.0,0.0,0.0
981815,0.0,0.0,0.0,0.0,0.0,0.0
983034,0.0,0.0,0.0,0.0,0.0,0.0
983065,0.0,0.0,0.0,0.0,0.0,0.0
983136,0.0,0.0,0.0,0.0,0.0,0.0
983278,0.0,0.0,0.0,0.0,0.0,0.0
983874,0.0,0.0,0.0,0.0,0.0,0.0
984549,0.0,0.0,0.0,0.0,0.0,0.0
985053,0.0,0.0,0.0,0.0,0.0,0.0
985163,0.0,0.0,0.0,0.0,0.0,0.0
985457,0.0,0.0,0.0,0.0,0.0,0.0
986535,0.0,0.0,0.0,0.0,0.0,0.0
986600,0.0,0.0,0.0,0.0,0.0,0.0
986611,0.0,0.0,0.0,0.0,0.0,0.0
987735,0.0,0.0,0.0,0.0,0.0,0.0
987828,0.0,0.0,0.0,0.0,0.0,0.0
987866,0.0,0.0,0.0,0.0,0.0,0.0
988690,0.0,0.0,0.0,0.0,0.0,0.0
989963,0.0,0.0,0.0,0.0,0.0,0.0
990319,0.0,0.0,0.0,0.0,0.0,0.0
990383,0.0,0.0,0.0,0.0,0.0,0.0
990451,0.0,0.0,0.0,0.0,0.0,0.0
990622,0.0,0.0,0.0,0.0,0.0,0.0
990689,0.0,0.0,0.0,0.0,0.0,0.0
991208,0.0,0.0,0.0,0.0,0.0,0.0
991306,0.0,0.0,0.0,0.0,0.0,0.0
991401,0.0,0.0,0.0,0.0,0.0,0.0
991484,1720.58033987,843.709413661,2760.85930334,0.0123965030271,0.0101632592282,0.0153839072938
991621,0.0,0.0,0.0,0.0,0.0,0.0
991947,0.0,0.0,0.0,0.0,0.0,0.0
992117,0.0,0.0,0.0,0.0,0.0,0.0
992186,0.0,0.0,0.0,0.0,0.0,0.0
992384,0.0,0.0,0.0,0.0,0.0,0.0
992664,0.0,0.0,0.0,0.0,0.0,0.0
992718,0.0,0.0,0.0,0.0,0.0,0.0
992719,0.0,0.0,0.0,0.0,0.0,0.0
992793,0.0,0.0,0.0,0.0,0.0,0.0
993242,0.0,0.0,0.0,0.0,0.0,0.0
993251,0.0,0.0,0.0,0.0,0.0,0.0
994235,0.0,0.0,0.0,0.0,0.0,0.0
994888,0.0,0.0,0.0,0.0,0.0,0.0
995191,0.0,0.0,0.0,0.0,0.0,0.0
995609,0.0,0.0,0.0,0.0,0.0,0.0
995826,62.5564428697,3.28702263832,1122.53759859,0.010013352413,0.00241839504852,0.0463265443781
995899,0.0,0.0,0.0,0.0,0.0,0.0
996795,0.0,0.0,0.0,0.0,0.0,0.0
997798,0.0,0.0,0.0,0.0,0.0,0.0
998022,0.0,0.0,0.0,0.0,0.0,0.0
998340,0.0,0.0,0.0,0.0,0.0,0.0
998548,0.0,0.0,0.0,0.0,0.0,0.0
998768,0.0,0.0,0.0,0.0,0.0,0.0
998917,0.0,0.0,0.0,0.0,0.0,0.0
998945,0.0,0.0,0.0,0.0,0.0,0.0
999131,0.0,0.0,0.0,0.0,0.0,0.0
999464,2207.3369915,1407.99331481,2977.53185388,0.0107607771854,0.00911165558875,0.0129634938864
999508,0.0,0.0,0.0,0.0,0.0,0.0
1000837,0.0,0.0,0.0,0.0,0.0,0.0
1001265,0.0,0.0,0.0,0.0,0.0,0.0
1001294,0.0,0.0,0.0,0.0,0.0,0.0
1001531,0.0,0.0,0.0,0.0,0.0,0.0
1001793,0.0,0.0,0.0,0.0,0.0,0.0
1002076,0.0,0.0,0.0,0.0,0.0,0.0
1002162,0.0,0.0,0.0,0.0,0.0,0.0
1002453,0.0,0.0,0.0,0.0,0.0,0.0
1003180,0.0,0.0,0.0,0.0,0.0,0.0
1003235,0.0,0.0,0.0,0.0,0.0,0.0
1003323,0.0,0.0,0.0,0.0,0.0,0.0
1003453,0.0,0.0,0.0,0.0,0.0,0.0
1003674,0.0,0.0,0.0,0.0,0.0,0.0
1003694,0.0,0.0,0.0,0.0,0.0,0.0
1003721,0.0,0.0,0.0,0.0,0.0,0.0
1004203,0.0,0.0,0.0,0.0,0.0,0.0
1004332,0.0,0.0,0.0,0.0,0.0,0.0
1005316,0.0,0.0,0.0,0.0,0.0,0.0
1005458,0.0,0.0,0.0,0.0,0.0,0.0
1006209,0.0,0.0,0.0,0.0,0.0,0.0
1006508,0.0,0.0,0.0,0.0,0.0,0.0
1006615,0.0,0.0,0.0,0.0,0.0,0.0
1006627,0.0,0.0,0.0,0.0,0.0,0.0
1006712,0.0,0.0,0.0,0.0,0.0,0.0
1006927,0.0,0.0,0.0,0.0,0.0,0.0
1007681,0.0,0.0,0.0,0.0,0.0,0.0
1008247,0.0,0.0,0.0,0.0,0.0,0.0
1008471,0.0,0.0,0.0,0.0,0.0,0.0
1008531,0.0,0.0,0.0,0.0,0.0,0.0
1008737,0.0,0.0,0.0,0.0,0.0,0.0
1008739,0.0,0.0,0.0,0.0,0.0,0.0
1009363,0.0,0.0,0.0,0.0,0.0,0.0
1009853,0.0,0.0,0.0,0.0,0.0,0.0
1010231,0.0,0.0,0.0,0.0,0.0,0.0
1010581,0.0,0.0,0.0,0.0,0.0,0.0
1010882,0.0,0.0,0.0,0.0,0.0,0.0
1011389,0.0,0.0,0.0,0.0,0.0,0.0
1011484,0.0,0.0,0.0,0.0,0.0,0.0
1012129,0.0,0.0,0.0,0.0,0.0,0.0
1012310,0.0,0.0,0.0,0.0,0.0,0.0
1013289,0.0,0.0,0.0,0.0,0.0,0.0
1013675,0.0,0.0,0.0,0.0,0.0,0.0
1014099,0.0,0.0,0.0,0.0,0.0,0.0
1014119,0.0,0.0,0.0,0.0,0.0,0.0
1015505,0.0,0.0,0.0,0.0,0.0,0.0
1016406,0.0,0.0,0.0,0.0,0.0,0.0
1016763,0.0,0.0,0.0,0.0,0.0,0.0
1017249,1851.19525089,1036.66665468,2835.55414014,0.00874742707953,0.00754999299777,0.0101002854531
1017284,0.0,0.0,0.0,0.0,0.0,0.0
1017349,0.0,0.0,0.0,0.0,0.0,0.0
1017734,0.0,0.0,0.0,0.0,0.0,0.0
1018210,0.0,0.0,0.0,0.0,0.0,0.0
1018326,0.0,0.0,0.0,0.0,0.0,0.0
1018370,0.0,0.0,0.0,0.0,0.0,0.0
1018721,0.0,0.0,0.0,0.0,0.0,0.0
1019591,0.0,0.0,0.0,0.0,0.0,0.0
1019709,30.4335659333,14.820796684,79.4993309184,0.0299773170829,0.0200650901967,0.0413421572542
1019713,0.0,0.0,0.0,0.0,0.0,0.0
1019778,0.0,0.0,0.0,0.0,0.0,0.0
1020058,0.0,0.0,0.0,0.0,0.0,0.0
1020198,0.0,0.0,0.0,0.0,0.0,0.0
1021519,0.0,0.0,0.0,0.0,0.0,0.0
1022068,0.0,0.0,0.0,0.0,0.0,0.0
1022962,0.0,0.0,0.0,0.0,0.0,0.0
1023080,0.0,0.0,0.0,0.0,0.0,0.0
1023490,0.0,0.0,0.0,0.0,0.0,0.0
1025069,0.0,0.0,0.0,0.0,0.0,0.0
1025590,0.0,0.0,0.0,0.0,0.0,0.0
1025740,0.0,0.0,0.0,0.0,0.0,0.0
1026527,0.0,0.0,0.0,0.0,0.0,0.0
1027365,0.0,0.0,0.0,0.0,0.0,0.0
1027475,0.0,0.0,0.0,0.0,0.0,0.0
1027921,0.0,0.0,0.0,0.0,0.0,0.0
1028255,0.0,0.0,0.0,0.0,0.0,0.0
1028306,0.0,0.0,0.0,0.0,0.0,0.0
1029706,0.0,0.0,0.0,0.0,0.0,0.0
1030313,0.0,0.0,0.0,0.0,0.0,0.0
1032361,0.0,0.0,0.0,0.0,0.0,0.0
1032378,0.0,0.0,0.0,0.0,0.0,0.0
1032950,0.0,0.0,0.0,0.0,0.0,0.0
1034795,0.0,0.0,0.0,0.0,0.0,0.0
1034817,0.0,0.0,0.0,0.0,0.0,0.0
1035792,0.0,0.0,0.0,0.0,0.0,0.0
1037663,0.0,0.0,0.0,0.0,0.0,0.0
1037979,0.0,0.0,0.0,0.0,0.0,0.0
1038570,0.0,0.0,0.0,0.0,0.0,0.0
1039144,0.0,0.0,0.0,0.0,0.0,0.0
1040530,0.0,0.0,0.0,0.0,0.0,0.0
1042114,0.0,0.0,0.0,0.0,0.0,0.0
1042657,0.0,0.0,0.0,0.0,0.0,0.0
1043692,0.0,0.0,0.0,0.0,0.0,0.0
1045019,0.0,0.0,0.0,0.0,0.0,0.0
1045060,0.0,0.0,0.0,0.0,0.0,0.0
1045090,0.0,0.0,0.0,0.0,0.0,0.0
1045155,0.0,0.0,0.0,0.0,0.0,0.0
1045366,0.0,0.0,0.0,0.0,0.0,0.0
1047301,0.0,0.0,0.0,0.0,0.0,0.0
1047685,0.0,0.0,0.0,0.0,0.0,0.0
1047897,0.0,0.0,0.0,0.0,0.0,0.0
1048564,0.0,0.0,0.0,0.0,0.0,0.0
1048924,0.0,0.0,0.0,0.0,0.0,0.0
1049523,0.0,0.0,0.0,0.0,0.0,0.0
1050365,0.0,0.0,0.0,0.0,0.0,0.0
1050493,0.0,0.0,0.0,0.0,0.0,0.0
1051188,0.0,0.0,0.0,0.0,0.0,0.0
1051287,0.0,0.0,0.0,0.0,0.0,0.0
1052057,0.0,0.0,0.0,0.0,0.0,0.0
1052077,0.0,0.0,0.0,0.0,0.0,0.0
1052147,0.0,0.0,0.0,0.0,0.0,0.0
1052697,0.0,0.0,0.0,0.0,0.0,0.0
1053441,0.0,0.0,0.0,0.0,0.0,0.0
1053466,0.0,0.0,0.0,0.0,0.0,0.0
1053588,895.355188491,233.224511803,2134.12084661,0.0080591009346,0.0055341003209,0.0125341956067
1054076,0.0,0.0,0.0,0.0,0.0,0.0
1054283,0.0,0.0,0.0,0.0,0.0,0.0
1054603,0.0,0.0,0.0,0.0,0.0,0.0
1055184,0.0,0.0,0.0,0.0,0.0,0.0
1055774,0.0,0.0,0.0,0.0,0.0,0.0
1056631,0.0,0.0,0.0,0.0,0.0,0.0
1057038,0.0,0.0,0.0,0.0,0.0,0.0
1057980,0.0,0.0,0.0,0.0,0.0,0.0
1058096,0.0,0.0,0.0,0.0,0.0,0.0
1058483,0.0,0.0,0.0,0.0,0.0,0.0
1058597,0.0,0.0,0.0,0.0,0.0,0.0
1059296,0.0,0.0,0.0,0.0,0.0,0.0
1059724,0.0,0.0,0.0,0.0,0.0,0.0
1060178,0.0,0.0,0.0,0.0,0.0,0.0
1060596,0.0,0.0,0.0,0.0,0.0,0.0
1060677,0.0,0.0,0.0,0.0,0.0,0.0
1060872,0.0,0.0,0.0,0.0,0.0,0.0
1061583,0.0,0.0,0.0,0.0,0.0,0.0
1061586,0.0,0.0,0.0,0.0,0.0,0.0
1062088,0.0,0.0,0.0,0.0,0.0,0.0
1062250,48.8670291611,1.24334530894,1316.09749425,0.0137338152555,0.00315979564155,0.0831828851585
1062310,0.0,0.0,0.0,0.0,0.0,0.0
1062985,0.0,0.0,0.0,0.0,0.0,0.0
1066256,0.0,0.0,0.0,0.0,0.0,0.0
1066321,0.0,0.0,0.0,0.0,0.0,0.0
1067306,0.0,0.0,0.0,0.0,0.0,0.0
1067925,0.0,0.0,0.0,0.0,0.0,0.0
1067980,0.0,0.0,0.0,0.0,0.0,0.0
1068344,0.0,0.0,0.0,0.0,0.0,0.0
1068376,0.0,0.0,0.0,0.0,0.0,0.0
1068857,1571.66052124,751.200392527,2660.40413423,0.0117678357474,0.00977660891535,0.014293147982
1069338,0.0,0.0,0.0,0.0,0.0,0.0
1069404,0.0,0.0,0.0,0.0,0.0,0.0
1069549,0.0,0.0,0.0,0.0,0.0,0.0
1070068,0.0,0.0,0.0,0.0,0.0,0.0
1070129,0.0,0.0,0.0,0.0,0.0,0.0
1070734,1181.5050615,513.950942692,2225.27118319,0.00997545313301,0.00849729722584,0.0117746620696
1071615,0.0,0.0,0.0,0.0,0.0,0.0
1071622,0.0,0.0,0.0,0.0,0.0,0.0
1072267,0.0,0.0,0.0,0.0,0.0,0.0
1072282,0.0,0.0,0.0,0.0,0.0,0.0
1073116,0.0,0.0,0.0,0.0,0.0,0.0
1073497,0.0,0.0,0.0,0.0,0.0,0.0
1074090,0.0,0.0,0.0,0.0,0.0,0.0
1075717,0.0,0.0,0.0,0.0,0.0,0.0
1077314,0.0,0.0,0.0,0.0,0.0,0.0
1078119,0.0,0.0,0.0,0.0,0.0,0.0
1078276,0.0,0.0,0.0,0.0,0.0,0.0
1080079,0.0,0.0,0.0,0.0,0.0,0.0
1080131,0.0,0.0,0.0,0.0,0.0,0.0
1080738,0.0,0.0,0.0,0.0,0.0,0.0
1081361,0.0,0.0,0.0,0.0,0.0,0.0
1081414,0.0,0.0,0.0,0.0,0.0,0.0
1081789,0.0,0.0,0.0,0.0,0.0,0.0
1082200,0.0,0.0,0.0,0.0,0.0,0.0
1082630,0.0,0.0,0.0,0.0,0.0,0.0
1083646,0.0,0.0,0.0,0.0,0.0,0.0
1083654,0.0,0.0,0.0,0.0,0.0,0.0
1083965,0.0,0.0,0.0,0.0,0.0,0.0
1084509,0.0,0.0,0.0,0.0,0.0,0.0
1084546,0.0,0.0,0.0,0.0,0.0,0.0
1084922,0.0,0.0,0.0,0.0,0.0,0.0
1084972,0.0,0.0,0.0,0.0,0.0,0.0
1085498,0.0,0.0,0.0,0.0,0.0,0.0
1086858,2.08390930789,1.29914755478,3.56716092907,0.107091875347,0.0840319437226,0.135747302209
1087265,0.0,0.0,0.0,0.0,0.0,0.0
1087654,0.0,0.0,0.0,0.0,0.0,0.0
1087933,0.0,0.0,0.0,0.0,0.0,0.0
1088047,0.0,0.0,0.0,0.0,0.0,0.0
1088099,0.0,0.0,0.0,0.0,0.0,0.0
1088473,0.0,0.0,0.0,0.0,0.0,0.0
1088481,0.0,0.0,0.0,0.0,0.0,0.0
1088541,0.0,0.0,0.0,0.0,0.0,0.0
1088546,0.0,0.0,0.0,0.0,0.0,0.0
1089113,0.0,0.0,0.0,0.0,0.0,0.0
1089406,0.0,0.0,0.0,0.0,0.0,0.0
1089624,0.0,0.0,0.0,0.0,0.0,0.0
1090281,0.0,0.0,0.0,0.0,0.0,0.0
1091003,0.0,0.0,0.0,0.0,0.0,0.0
1091029,0.0,0.0,0.0,0.0,0.0,0.0
1091047,0.0,0.0,0.0,0.0,0.0,0.0
1091220,0.0,0.0,0.0,0.0,0.0,0.0
1092597,0.0,0.0,0.0,0.0,0.0,0.0
1092663,0.0,0.0,0.0,0.0,0.0,0.0
1092990,0.0,0.0,0.0,0.0,0.0,0.0
1093570,0.0,0.0,0.0,0.0,0.0,0.0
1093653,0.0,0.0,0.0,0.0,0.0,0.0
1094710,0.0,0.0,0.0,0.0,0.0,0.0
1094741,0.0,0.0,0.0,0.0,0.0,0.0
1095049,0.0,0.0,0.0,0.0,0.0,0.0
1097304,0.0,0.0,0.0,0.0,0.0,0.0
1098291,0.0,0.0,0.0,0.0,0.0,0.0
1098594,0.0,0.0,0.0,0.0,0.0,0.0
1098793,1155.02800846,530.671963064,2038.4223684,0.0221560313595,0.0172903429268,0.0295743803585
1099250,0.0,0.0,0.0,0.0,0.0,0.0
1099265,0.0,0.0,0.0,0.0,0.0,0.0
1099515,0.0,0.0,0.0,0.0,0.0,0.0
1099738,0.0,0.0,0.0,0.0,0.0,0.0
1100092,0.0,0.0,0.0,0.0,0.0,0.0
1100397,0.0,0.0,0.0,0.0,0.0,0.0
1100808,0.0,0.0,0.0,0.0,0.0,0.0
1101464,0.0,0.0,0.0,0.0,0.0,0.0
1102429,0.0,0.0,0.0,0.0,0.0,0.0
1103155,0.0,0.0,0.0,0.0,0.0,0.0
1103175,0.0,0.0,0.0,0.0,0.0,0.0
1103288,0.0,0.0,0.0,0.0,0.0,0.0
1104682,0.0,0.0,0.0,0.0,0.0,0.0
1104883,0.0,0.0,0.0,0.0,0.0,0.0
1105129,0.0,0.0,0.0,0.0,0.0,0.0
1105252,0.0,0.0,0.0,0.0,0.0,0.0
1105293,0.0,0.0,0.0,0.0,0.0,0.0
1105414,0.0,0.0,0.0,0.0,0.0,0.0
1105980,0.0,0.0,0.0,0.0,0.0,0.0
1106051,0.0,0.0,0.0,0.0,0.0,0.0
1108089,0.0,0.0,0.0,0.0,0.0,0.0
1108870,0.0,0.0,0.0,0.0,0.0,0.0
1109170,0.0,0.0,0.0,0.0,0.0,0.0
1109656,0.0,0.0,0.0,0.0,0.0,0.0
1110813,0.0,0.0,0.0,0.0,0.0,0.0
1111070,0.0,0.0,0.0,0.0,0.0,0.0
1111547,0.0,0.0,0.0,0.0,0.0,0.0
1112652,0.0,0.0,0.0,0.0,0.0,0.0
1112738,0.0,0.0,0.0,0.0,0.0,0.0
1114867,0.0,0.0,0.0,0.0,0.0,0.0
1115475,0.0,0.0,0.0,0.0,0.0,0.0
1115516,0.0,0.0,0.0,0.0,0.0,0.0
1116816,0.0,0.0,0.0,0.0,0.0,0.0
1116910,0.0,0.0,0.0,0.0,0.0,0.0
1117476,0.0,0.0,0.0,0.0,0.0,0.0
1117928,1011.54554215,219.866520103,2233.39248636,0.00778350284684,0.00494859545243,0.0131748505192
1118390,0.0,0.0,0.0,0.0,0.0,0.0
1119303,0.0,0.0,0.0,0.0,0.0,0.0
1119655,0.0,0.0,0.0,0.0,0.0,0.0
1120467,0.0,0.0,0.0,0.0,0.0,0.0
1121117,0.0,0.0,0.0,0.0,0.0,0.0
1122964,0.0,0.0,0.0,0.0,0.0,0.0
1124174,0.0,0.0,0.0,0.0,0.0,0.0
1124333,0.0,0.0,0.0,0.0,0.0,0.0
1124595,0.0,0.0,0.0,0.0,0.0,0.0
1124730,0.0,0.0,0.0,0.0,0.0,0.0
1125199,0.0,0.0,0.0,0.0,0.0,0.0
1125238,0.0,0.0,0.0,0.0,0.0,0.0
1125521,0.0,0.0,0.0,0.0,0.0,0.0
1126917,0.0,0.0,0.0,0.0,0.0,0.0
1127145,0.0,0.0,0.0,0.0,0.0,0.0
1127185,0.0,0.0,0.0,0.0,0.0,0.0
1128290,0.0,0.0,0.0,0.0,0.0,0.0
1128581,0.0,0.0,0.0,0.0,0.0,0.0
1128779,0.0,0.0,0.0,0.0,0.0,0.0
1129315,0.0,0.0,0.0,0.0,0.0,0.0
1129529,0.0,0.0,0.0,0.0,0.0,0.0
1129729,0.0,0.0,0.0,0.0,0.0,0.0
1130079,0.0,0.0,0.0,0.0,0.0,0.0
1130301,0.0,0.0,0.0,0.0,0.0,0.0
1131124,0.0,0.0,0.0,0.0,0.0,0.0
1131341,0.0,0.0,0.0,0.0,0.0,0.0
1131498,0.0,0.0,0.0,0.0,0.0,0.0
1131793,0.0,0.0,0.0,0.0,0.0,0.0
1131910,0.0,0.0,0.0,0.0,0.0,0.0
1131945,0.0,0.0,0.0,0.0,0.0,0.0
1131957,0.0,0.0,0.0,0.0,0.0,0.0
1132531,0.0,0.0,0.0,0.0,0.0,0.0
1132612,0.0,0.0,0.0,0.0,0.0,0.0
1132721,0.0,0.0,0.0,0.0,0.0,0.0
1133126,0.0,0.0,0.0,0.0,0.0,0.0
1135335,0.0,0.0,0.0,0.0,0.0,0.0
1135954,0.0,0.0,0.0,0.0,0.0,0.0
1136070,0.0,0.0,0.0,0.0,0.0,0.0
1136137,0.0,0.0,0.0,0.0,0.0,0.0
1137239,0.0,0.0,0.0,0.0,0.0,0.0
1137584,0.0,0.0,0.0,0.0,0.0,0.0
1138424,0.0,0.0,0.0,0.0,0.0,0.0
1138685,0.0,0.0,0.0,0.0,0.0,0.0
1139011,0.0,0.0,0.0,0.0,0.0,0.0
1139923,0.0,0.0,0.0,0.0,0.0,0.0
1140240,0.0,0.0,0.0,0.0,0.0,0.0
1140411,0.0,0.0,0.0,0.0,0.0,0.0
1141012,0.0,0.0,0.0,0.0,0.0,0.0
1141048,0.0,0.0,0.0,0.0,0.0,0.0
1141073,0.0,0.0,0.0,0.0,0.0,0.0
1143478,0.0,0.0,0.0,0.0,0.0,0.0
1144054,0.0,0.0,0.0,0.0,0.0,0.0
1144174,0.0,0.0,0.0,0.0,0.0,0.0
1145108,0.0,0.0,0.0,0.0,0.0,0.0
1145121,0.0,0.0,0.0,0.0,0.0,0.0
1145764,0.0,0.0,0.0,0.0,0.0,0.0
1145779,0.0,0.0,0.0,0.0,0.0,0.0
1145910,0.0,0.0,0.0,0.0,0.0,0.0
1146314,0.0,0.0,0.0,0.0,0.0,0.0
1147289,0.0,0.0,0.0,0.0,0.0,0.0
1148436,0.0,0.0,0.0,0.0,0.0,0.0
1149321,0.0,0.0,0.0,0.0,0.0,0.0
1149988,0.0,0.0,0.0,0.0,0.0,0.0
1150291,0.0,0.0,0.0,0.0,0.0,0.0
1150548,0.0,0.0,0.0,0.0,0.0,0.0
1150884,0.0,0.0,0.0,0.0,0.0,0.0
1151433,0.0,0.0,0.0,0.0,0.0,0.0
1151986,0.0,0.0,0.0,0.0,0.0,0.0
1152287,0.0,0.0,0.0,0.0,0.0,0.0
